action_id,class_id,action_type,action_detail_1,action_detail_2,action_detail_3,action_value_1,action_value_2,action_value_3,action_value_4,action_value_5,action_value_6,action_value_7,target_assignment,target_area,target_range,target_type,target_number,target_count,description,level_up_disp
301601303,1,10,21,1,0,2.0,80.0,0.0,4.0,0.05,0.0,0.0,1,1,100,1,0,0,"",""
301601401,1,17,3,0,0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
301601402,1,8,2,0,0,1.62,0.0,90.0,0.0,0.0,0.0,2.0,2,3,-1,7,0,1,"",""
301601403,1,22,1,30160102,0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,"",""
301601404,1,22,1,30160102,0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,"",""
301700101,1,1,2,0,0,180.0,10.0,0.66,0.0,0.0,0.0,0.0,1,1,-1,3,0,99,"物理傷害",""
301700102,1,9,1,0,0,80.0,4.5,4.0,0.0,0.0,0.0,0.0,1,1,-1,1,0,99,"毒",""
301700103,1,3,3,0,0,100.0,0.0,1500.0,0.0,0.0,0.0,2.0,1,3,-1,3,0,99,"擊退",""
301700201,1,1,1,0,0,180.0,10.0,0.7,0.0,0.0,0.0,0.0,1,1,-1,3,0,2,"對範圍內造成傷害",""
301700202,1,10,11,1,0,2.0,80.0,0.0,10.0,0.0,0.0,0.0,1,1,-1,1,0,2,"對範圍內降低物防",""
301700203,1,16,2,0,0,300.0,0.0,0.0,6.0,0.0,0.0,0.0,1,1,-1,1,0,99,"對範圍內降低 TP",""
301700301,1,15,2,501010502,1,0.0,0.0,-1.0,0.0,1.0,500.0,500.0,2,1,0,7,0,1,"召喚",""
301700302,1,15,2,501010504,1,0.0,0.0,1.0,0.0,1.0,600.0,600.0,2,1,0,7,0,1,"召喚",""
301700303,1,15,2,501010505,1,0.0,0.0,2.0,0.0,1.0,700.0,700.0,2,1,0,7,0,1,"召喚",""
301700304,1,15,2,501010503,1,0.0,0.0,-2.0,0.0,1.0,1400.0,1400.0,2,1,0,7,0,1,"召喚",""
301700401,1,17,3,0,0,100.0,0.0,40.0,0.0,0.0,0.0,0.0,2,1,-1,7,0,1,"40% 觸發",""
301700402,1,8,2,0,0,0.28,0.0,90.0,0.0,0.0,0.0,0.0,2,3,-1,7,0,1,"降低自己的攻擊速度",""
301700403,1,10,10,1,0,2.0,120.0,0.0,90.0,0.0,0.0,0.0,2,3,-1,7,0,1,"提升自己的攻擊力",""
301700404,1,22,1,30170002,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,-1,7,0,1,"行動模式變更",""
301700405,1,10,81,1,0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2,3,-1,7,0,99,"敵方夥伴能量取得率減益效果",""
301700501,1,17,7,0,0,100.0,0.0,20.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"剩下的秒數",""
301700502,1,3,3,0,0,50.0,0.0,1500.0,0.0,0.0,0.0,2.0,1,3,-1,3,0,99,"擊退",""
301700503,1,9,1,0,0,80.0,6.0,90.0,0.0,0.0,0.0,0.0,1,3,-1,3,0,99,"毒",""
301700504,1,9,1,0,0,80.0,6.0,90.0,0.0,0.0,0.0,0.0,1,3,-1,3,0,99,"毒",""
301700505,1,16,2,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,-1,7,0,1,"自己的能量減少",""
301700506,1,10,81,1,0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,3,3,-1,3,0,99,"敵方夥伴能量取得率減益效果",""
301700507,1,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,-1,18,0,99,"召喚的敵軍即死",""
301800101,1,46,1,2,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
301800102,1,23,200,301800103,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
301800103,1,46,1,2,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
301800201,1,1,2,0,0,20.0,10.0,1.5,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
301800202,1,12,1,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,3000,5,0,1,"",""
301800203,1,12,1,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,100,5,0,1,"",""
301800301,1,1,1,0,0,6.0,1.4,1.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,3,"",""
301800302,1,16,1,0,0,120.0,2.2,0.0,0.0,0.0,0.0,0.0,2,1,2160,7,0,1,"",""
301800401,2,17,3,0,0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301800402,2,22,1,30180002,0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,"",""
301800403,2,22,2,3018001,0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,"",""
301800501,1,1,1,0,0,1.0,1.5,0.8,0.0,0.0,0.0,0.0,1,2,100,1,0,2,"",""
301801101,1,46,1,2,0,1.0,0.16,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
301801102,1,10,31,0,0,2.0,1.0,0.3,1.0,0.1,0.0,0.0,1,1,3000,3,0,99,"",""
301801103,1,23,200,301801104,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
301801104,1,46,1,2,0,1.0,0.21,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
301801105,1,10,31,0,0,2.0,1.0,0.08,1.0,0.1,0.0,0.0,1,1,3000,3,0,99,"",""
301801201,1,1,2,0,0,1.0,3.0,1.0,0.008,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
301801202,1,12,1,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,3000,5,0,1,"",""
301801203,1,12,1,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,100,5,0,1,"",""
301801301,1,1,1,0,0,6.0,1.4,1.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,3,"",""
301801401,1,1,1,0,0,10.0,0.0,0.1,0.005,0.0,0.0,0.0,1,2,3000,3,0,1,"",""
301801501,1,17,9,0,0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301801502,1,10,21,2,0,1.0,1.0,0.3,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301801503,1,10,41,2,0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301801601,1,17,9,0,0,100.0,0.0,30.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301801602,1,10,21,2,0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301801603,1,10,41,2,0,1.0,1.0,0.3,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301802101,1,46,1,2,0,1.0,0.31,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
301802102,1,10,31,0,0,2.0,1.0,0.3,1.0,0.1,0.0,0.0,1,1,3000,3,0,99,"",""
301802103,1,23,200,301802104,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
301802104,1,46,1,2,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
301802105,1,10,31,0,0,2.0,1.0,0.08,1.0,0.1,0.0,0.0,1,1,3000,3,0,99,"",""
301802201,1,1,2,0,0,1.0,3.0,1.0,0.008,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
301802202,1,12,1,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,3000,5,0,1,"",""
301802203,1,12,1,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,100,5,0,1,"",""
301802301,1,1,1,0,0,6.0,1.4,1.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,3,"",""
301802401,1,1,1,0,0,10.0,0.0,0.1,0.04,0.0,0.0,0.0,1,2,3000,3,0,1,"",""
301802501,1,28,710,0,301802502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,-1,7,0,1,"",""
301802502,1,35,1,0,0,3.0,63.0,120.0,1.0,0.0,0.0,0.0,2,3,-1,7,0,1,"給予刻印",""
301802503,1,1,1,0,0,1.0,3.0,1.0,0.05,0.0,0.0,0.0,1,3,-1,16,0,1,"",""
301802504,1,28,663,301802505,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301802505,1,10,21,0,0,2.0,3.0,1.1,10.0,0.0,0.0,0.0,1,3,-1,16,0,1,"",""
301802506,1,28,663,301802507,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301802507,1,1,1,0,0,1.0,3.0,1.0,0.02,0.0,0.0,0.0,1,3,-1,16,0,1,"",""
301802601,1,17,9,0,0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301802602,1,10,21,2,0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301802603,1,10,41,2,0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301802701,1,17,9,0,0,100.0,0.0,30.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301802702,1,10,21,2,0,1.0,1.0,0.15,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301802703,1,10,41,2,0,1.0,1.0,0.15,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
301900101,1,1,1,0,0,18.0,18.0,1.44,0.0,0.0,0.0,0.0,1,1,3000,3,0,4,"",""
301900102,1,10,11,0,0,1.0,0.4275,0.4275,8.0,0.0,0.0,0.0,1,1,3000,3,0,4,"",""
301900201,1,1,2,0,0,9.0,9.0,0.72,0.0,0.0,0.0,0.0,1,1,3000,3,0,2,"",""
301900202,1,16,2,0,0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,2,"",""
301901101,1,1,1,0,0,20.4,20.4,1.62,0.0,0.0,0.0,0.0,1,1,3000,3,0,4,"對前方 4 名角色造成物理傷害",""
301901102,1,10,11,0,0,2.0,30.0,0.1,8.0,0.0,0.0,0.0,1,1,3000,3,0,4,"降低物理攻擊力",""
301901103,1,10,80,0,0,1.0,15.0,0.0,8.0,0.0,0.0,0.0,2,3,3000,3,0,99,"提升TP上升",""
301901201,1,1,2,0,0,15.0,15.0,1.2,0.0,0.0,0.0,0.0,1,1,450,3,0,99,"對前方的範圍內造成魔法傷害",""
301901202,1,16,2,0,0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,450,3,0,99,"TP 減少",""
301901301,1,7,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3000,4,1,1,"以從後方數來第 2 名角色做為目標",""
301901302,1,1,1,0,0,13.5,13.5,1.08,0.0,0.0,0.0,0.0,1,2,100,1,0,99,"對前後範圍 100 造成物理傷害",""
301901303,1,10,31,0,0,2.0,60.0,0.1,8.0,0.0,0.0,0.0,1,2,100,1,0,0,"降低魔法攻擊力",""
301901401,1,17,3,0,0,100.0,0.0,40.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"觸發",""
301901402,1,22,1,30190102,0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"行動模式變更",""
301901403,1,10,10,1,0,2.0,15.0,0.0,90.0,0.0,0.0,0.0,2,3,0,7,0,1,"提升自己的物攻",""
301901404,1,8,2,0,0,1.25,0.0,90.0,0.0,0.0,0.0,2.0,2,3,0,7,0,1,"對自己加速",""
302000101,1,1,2,0,0,13.5,13.5,2.8,0.0,0.0,0.0,0.0,1,3,3000,3,0,3,"",""
302000201,1,1,1,0,0,1.0,13.5,0.15,0.0004,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
302000301,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
302000302,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
302001101,1,1,2,0,0,13.5,13.5,2.8,0.0,0.0,0.0,0.0,1,3,3000,3,0,3,"",""
302001201,1,1,1,0,0,1.0,13.5,0.15,0.0004,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
302001301,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
302001302,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
302002101,1,1,2,0,0,13.5,13.5,2.4,0.002,0.0,0.0,0.0,1,3,3000,3,0,3,"",""
302002102,1,23,940,302002103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,-1,3,0,3,"",""
302002103,1,8,7,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1,3,-1,1,0,3,"",""
302002104,1,3,3,0,0,500.0,0.0,1000.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,3,"",""
302002201,1,1,1,0,0,1.0,13.5,0.15,0.0004,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
302002301,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
302002302,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
302100101,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3000,3,0,1,"",""
302100102,1,1,1,0,0,13.5,13.5,2.6,0.0,0.0,0.0,0.0,1,2,300,1,0,3,"",""
302100201,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
302100202,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
302100301,1,1,1,0,0,1.0,13.5,0.15,0.0004,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
302101101,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3000,3,0,1,"",""
302101102,1,1,1,0,0,13.5,13.5,2.2,0.0004,0.0,0.0,0.0,1,2,300,1,0,3,"",""
302101103,1,10,10,1,0,1.0,1.0,50.0,10.0,0.0,0.0,0.0,2,3,-1,7,0,1,"",""
302101201,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
302101202,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
302101301,1,1,1,0,0,1.0,13.5,0.15,0.0004,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
302102101,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3000,3,0,1,"",""
302102102,1,1,1,0,0,13.5,13.5,2.6,0.001,0.0,0.0,0.0,1,2,300,1,0,3,"",""
302200101,1,1,2,0,0,20.4,20.4,1.62,0.0,0.0,0.0,0.0,1,3,3000,3,0,99,"",""
302200102,1,10,41,1,0,2.0,80.0,5.0,6.0,0.05,0.0,0.0,1,3,3000,3,0,99,"",""
302200201,1,1,1,0,0,13.5,13.5,1.08,0.0,0.0,0.0,0.0,1,3,3000,3,0,3,"",""
302200301,1,1,2,0,0,6.8,6.8,0.54,0.0,3.0,0.0,0.0,1,3,3000,3,0,2,"",""
302200302,1,8,3,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2,1,0,1,0,0,"",""
302200401,1,17,3,0,0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
302201101,1,1,2,0,0,15.0,7.5,1.08,0.0,0.0,0.0,0.0,1,3,3000,3,0,99,"",""
302201102,1,10,41,1,0,2.0,80.0,5.0,6.0,0.05,0.0,0.0,1,3,3000,3,0,99,"",""
302300101,1,1,2,0,0,8.1,8.1,0.72,0.0,0.0,0.0,0.0,1,3,3000,3,0,99,"",""
302300201,1,1,1,0,0,10.0,10.0,0.8,0.0,0.0,0.0,0.0,1,3,3000,2,0,1,"",""
302300202,1,8,3,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,1,0,1,0,0,"",""
302400101,1,1,2,0,0,18.0,18.0,1.44,0.0,0.0,0.0,0.0,1,3,3000,3,0,99,"",""
302400201,1,1,1,0,0,9.0,9.0,0.72,0.0,0.0,0.0,0.0,1,1,685,3,0,99,"",""
302400301,1,1,2,0,0,3.0,3.0,0.24,0.0,0.0,0.0,0.0,1,3,3000,3,0,99,"",""
302400302,1,13,0,0,0,5.0,0.0,60.0,0.0,0.0,0.0,0.0,1,3,3000,3,0,3,"",""
302500101,1,1,3,0,0,13.5,13.5,1.08,0.0,0.0,0.0,0.0,1,1,350,3,0,99,"",""
302500102,1,1,3,0,0,9.0,9.0,0.72,0.0,0.0,0.0,0.0,1,1,600,3,0,99,"",""
302500103,1,3,3,0,0,500.0,0.0,1500.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,99,"",""
302500104,1,1,3,0,0,12.0,12.0,1.08,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302500105,1,3,1,0,0,400.0,0.0,1500.0,2000.0,0.0,0.0,1.0,1,1,-1,3,0,99,"",""
302500201,1,1,3,0,0,9.0,9.0,0.72,0.0,0.0,0.0,0.0,1,1,3000,3,0,3,"",""
302500202,1,9,2,0,0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1,3,3000,3,0,3,"",""
302500301,1,1,2,0,0,4.5,4.5,0.36,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302500302,1,10,21,1,0,2.0,80.0,0.0,8.0,0.0,0.0,0.0,1,2,3000,3,0,99,"",""
302500303,1,10,41,1,0,2.0,80.0,0.0,8.0,0.0,0.0,0.0,1,2,3000,3,0,99,"",""
302500304,1,8,1,0,0,0.8,0.0,8.0,0.0,0.0,0.0,0.0,1,2,3000,3,0,99,"",""
302500401,1,17,7,0,0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302500402,1,1,2,0,0,181800.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302500403,1,16,2,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
302500501,1,17,3,0,0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302500502,1,22,1,30250002,0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,"",""
302500503,1,22,2,3025001,0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,"",""
302500601,1,22,2,3025001,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302600101,1,46,1,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302600102,1,46,1,1,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302600201,1,1,1,0,0,18.0,18.0,0.2,0.0,0.0,0.0,0.0,1,1,3000,4,0,2,"",""
302600202,1,8,1,0,0,0.5,0.0,4.0,0.0,0.0,0.0,0.0,1,1,3000,4,0,2,"",""
302600301,1,1,1,0,0,18.0,18.0,0.23,0.0,0.0,0.0,0.0,1,3,3000,3,0,99,"",""
302600302,1,55,0,0,0,-850.0,0.0,0.0,1.0,2.0,0.0,0.0,2,1,3000,7,0,1,"",""
302600401,1,1,1,0,0,35.0,35.0,0.1,0.001,0.0,0.0,0.0,1,3,3000,3,0,1,"",""
302600501,1,17,9,0,0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302600502,1,10,21,2,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302600503,1,10,41,2,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302600601,1,17,9,0,0,100.0,0.0,30.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302600602,1,10,21,2,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302600603,1,10,41,2,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302600701,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
302600702,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
302601101,1,46,1,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302601102,1,46,1,1,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302601201,1,1,1,0,0,18.0,18.0,0.2,0.0,0.0,0.0,0.0,1,1,3000,4,0,2,"",""
302601202,1,8,1,0,0,0.5,0.0,4.0,0.0,0.0,0.0,0.0,1,1,3000,4,0,2,"",""
302601301,1,1,1,0,0,18.0,18.0,0.23,0.0,0.0,0.0,0.0,1,3,3000,3,0,99,"",""
302601302,1,55,0,0,0,-850.0,0.0,0.0,1.0,2.0,0.0,0.0,2,1,3000,7,0,1,"",""
302601401,1,10,21,1,0,1.0,100.0,1.0,3.0,0.0,0.0,0.0,2,1,0,7,0,99,"",""
302601402,1,10,41,1,0,1.0,100.0,1.0,3.0,0.0,0.0,0.0,2,1,0,7,0,99,"",""
302601403,1,10,60,1,0,1.0,65000.0,0.0,15.0,0.0,0.0,0.0,2,1,0,7,0,99,"",""
302601404,1,10,80,1,0,1.0,700.0,0.0,15.0,0.0,0.0,0.0,2,1,0,7,0,99,"",""
302601405,1,1,1,0,0,35.0,35.0,0.33,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302601501,1,1,1,0,0,35.0,35.0,0.1,0.001,0.0,0.0,0.0,1,3,3000,3,0,1,"",""
302601601,1,17,9,0,0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302601602,1,10,21,2,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302601603,1,10,41,2,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302601701,1,17,9,0,0,100.0,0.0,30.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302601702,1,10,21,2,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302601703,1,10,41,2,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302601801,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
302601802,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
302602101,1,46,1,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302602102,1,46,1,1,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302602201,1,1,1,0,0,18.0,18.0,0.2,0.0,0.0,0.0,0.0,1,1,3000,4,0,2,"",""
302602202,1,8,1,0,0,0.5,0.0,4.0,0.0,0.0,0.0,0.0,1,1,3000,4,0,2,"",""
302602301,1,1,1,0,0,18.0,18.0,0.23,0.0,0.0,0.0,0.0,1,3,3000,3,0,99,"",""
302602302,1,55,0,0,0,-850.0,0.0,0.0,1.0,2.0,0.0,0.0,2,1,3000,7,0,1,"",""
302602401,1,10,21,1,0,1.0,100.0,1.0,3.0,0.0,0.0,0.0,2,1,0,7,0,99,"",""
302602402,1,10,41,1,0,1.0,100.0,1.0,3.0,0.0,0.0,0.0,2,1,0,7,0,99,"",""
302602403,1,10,60,1,0,1.0,65000.0,0.0,15.0,0.0,0.0,0.0,2,1,0,7,0,99,"",""
302602404,1,10,80,1,0,1.0,700.0,0.0,15.0,0.0,0.0,0.0,2,1,0,7,0,99,"",""
302602405,1,1,1,0,0,35.0,35.0,0.33,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302602501,1,1,1,0,0,35.0,35.0,0.1,0.001,0.0,0.0,0.0,1,3,3000,3,0,1,"",""
302602601,1,16,2,0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3000,3,0,99,"",""
302602602,1,10,21,1,0,1.0,100.0,1.0,3.5,0.0,0.0,0.0,2,1,0,7,0,99,"",""
302602603,1,10,41,1,0,1.0,100.0,1.0,3.5,0.0,0.0,0.0,2,1,0,7,0,99,"",""
302602701,1,17,9,0,0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302602702,1,10,21,2,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302602703,1,10,41,2,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302602801,1,17,9,0,0,100.0,0.0,30.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302602802,1,10,21,2,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302602803,1,10,41,2,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302602901,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
302602902,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
302700101,1,1,2,0,0,0.5,1.2,1.52,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"對全體魔法DM",""
302700102,1,10,21,1,0,1.0,11.0,4.5,6.0,0.0,0.0,0.0,1,1,3000,3,0,99,"物理防禦下降",""
302700201,1,1,1,0,0,0.5,0.8,1.52,0.0,0.0,0.0,0.0,1,1,200,3,0,99,"對前方範圍內物理DM",""
302700202,1,8,7,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1,1,200,1,0,99,"硬直",""
302700301,1,1,1,0,0,5.0,0.5,0.55,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"全體小物理傷害",""
302700401,2,1,1,0,0,70.0,2.0,0.5,0.1,0.0,0.0,0.0,1,2,300,3,0,99,"",""
302700501,2,17,3,0,0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302700502,2,22,1,30270002,0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,"",""
302700503,2,22,2,3027001,0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,"",""
302700601,2,22,2,3027001,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
302701101,1,1,2,0,0,2.0,2.0,1.35,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302701102,1,10,41,1,0,1.0,10.0,0.5,18.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302701201,1,7,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9999,3,0,1,"",""
302701202,1,1,1,0,0,0.5,0.8,1.82,0.0,0.0,0.0,0.0,1,1,120,3,0,99,"",""
302701203,1,8,7,0,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1,1,120,3,0,99,"",""
302701301,1,1,1,0,0,5.0,0.5,0.55,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
302701401,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
