id,campaign_category,value,system_id,icon_image,start_time,end_time,level_id,shiori_group_id,duplication_order
602,31,2000.0,101,30,"2021/10/15 05:00:00","2021/10/29 04:59:59",0,0,0
603,41,2000.0,101,40,"2021/10/15 05:00:00","2021/10/29 04:59:59",0,0,0
604,37,2000.0,109,30,"2021/10/17 05:00:00","2021/10/25 04:59:59",0,0,0
605,38,2000.0,112,30,"2021/10/17 05:00:00","2021/10/25 04:59:59",0,0,0
606,251,1500.0,7004,80,"2021/10/18 16:00:00","2021/10/25 15:59:59",0,0,0
607,252,1500.0,7005,80,"2021/10/18 16:00:00","2021/10/25 15:59:59",0,0,0
608,81,1500.0,101,80,"2021/10/25 05:00:00","2021/10/31 04:59:59",0,0,0
609,82,1500.0,102,80,"2021/10/25 05:00:00","2021/10/31 04:59:59",0,0,0
610,83,1500.0,111,80,"2021/10/25 05:00:00","2021/10/31 04:59:59",0,0,0
611,84,1500.0,109,80,"2021/10/25 05:00:00","2021/10/31 04:59:59",0,0,0
612,85,1500.0,112,80,"2021/10/25 05:00:00","2021/10/31 04:59:59",0,0,0
613,351,1500.0,8004,80,"2021/10/25 05:00:00","2021/10/31 04:59:59",0,0,0
614,352,1500.0,8005,80,"2021/10/25 05:00:00","2021/10/31 04:59:59",0,0,0
615,32,2000.0,102,30,"2021/10/25 05:00:00","2021/11/01 04:59:59",0,0,0
616,42,2000.0,102,40,"2021/10/25 05:00:00","2021/11/01 04:59:59",0,0,0
617,37,2000.0,109,30,"2021/10/29 05:00:00","2021/11/01 04:59:59",0,0,0
618,45,2000.0,104,40,"2021/11/01 05:00:00","2021/11/13 04:59:59",0,0,0
619,34,2000.0,103,30,"2021/11/01 05:00:00","2021/11/15 04:59:59",0,0,0
620,44,2000.0,103,40,"2021/11/01 05:00:00","2021/11/15 04:59:59",0,0,0
621,151,1500.0,6004,80,"2021/11/01 16:00:00","2021/11/15 15:59:59",0,0,0
622,152,1500.0,6005,80,"2021/11/01 16:00:00","2021/11/15 15:59:59",0,0,0
623,37,2000.0,109,30,"2021/11/05 05:00:00","2021/11/08 04:59:59",0,0,0
624,31,3000.0,101,30,"2021/11/12 05:00:00","2021/11/26 04:59:59",0,0,0
625,41,3000.0,101,40,"2021/11/12 05:00:00","2021/11/26 04:59:59",0,0,0
626,39,2000.0,111,30,"2021/11/15 05:00:00","2021/11/19 04:59:59",0,0,0
627,49,2000.0,111,40,"2021/11/15 05:00:00","2021/11/19 04:59:59",0,0,0
628,37,2000.0,109,30,"2021/11/19 05:00:00","2021/11/28 04:59:59",0,0,0
629,38,2000.0,112,30,"2021/11/19 05:00:00","2021/11/28 04:59:59",0,0,0
630,32,2000.0,102,30,"2021/11/24 05:00:00","2021/12/01 04:59:59",0,0,0
631,42,2000.0,102,40,"2021/11/24 05:00:00","2021/12/01 04:59:59",0,0,0
632,251,1500.0,7004,80,"2021/11/18 16:00:00","2021/11/25 15:59:59",0,0,0
633,252,1500.0,7005,80,"2021/11/18 16:00:00","2021/11/25 15:59:59",0,0,0
634,81,1500.0,101,80,"2021/11/24 05:00:00","2021/11/30 04:59:59",0,0,0
635,82,1500.0,102,80,"2021/11/24 05:00:00","2021/11/30 04:59:59",0,0,0
636,83,1500.0,111,80,"2021/11/24 05:00:00","2021/11/30 04:59:59",0,0,0
637,84,1500.0,109,80,"2021/11/24 05:00:00","2021/11/30 04:59:59",0,0,0
638,85,1500.0,112,80,"2021/11/24 05:00:00","2021/11/30 04:59:59",0,0,0
639,351,1500.0,8004,80,"2021/11/24 05:00:00","2021/11/30 04:59:59",0,0,0
640,352,1500.0,8005,80,"2021/11/24 05:00:00","2021/11/30 04:59:59",0,0,0
641,45,2000.0,104,40,"2021/12/01 05:00:00","2021/12/12 04:59:59",0,0,0
642,34,2000.0,103,30,"2021/12/01 05:00:00","2021/12/14 04:59:59",0,0,0
643,44,2000.0,103,40,"2021/12/01 05:00:00","2021/12/14 04:59:59",0,0,0
644,151,1500.0,6004,80,"2021/12/02 16:00:00","2021/12/16 15:59:59",0,0,0
645,152,1500.0,6005,80,"2021/12/02 16:00:00","2021/12/16 15:59:59",0,0,0
646,37,2000.0,109,30,"2021/12/03 05:00:00","2021/12/06 04:59:59",0,0,0
647,39,2000.0,111,30,"2021/12/10 05:00:00","2021/12/14 04:59:59",0,0,0
648,49,2000.0,111,40,"2021/12/10 05:00:00","2021/12/14 04:59:59",0,0,0
649,31,2000.0,101,30,"2021/12/15 05:00:00","2021/12/29 04:59:59",0,0,0
650,41,2000.0,101,40,"2021/12/15 05:00:00","2021/12/29 04:59:59",0,0,0
651,37,2000.0,109,30,"2021/12/17 05:00:00","2021/12/25 04:59:59",0,0,0
652,38,2000.0,112,30,"2021/12/17 05:00:00","2021/12/25 04:59:59",0,0,0
653,251,1500.0,7004,80,"2021/12/17 16:00:00","2021/12/24 15:59:59",0,0,0
654,252,1500.0,7005,80,"2021/12/17 16:00:00","2021/12/24 15:59:59",0,0,0
655,32,2000.0,102,30,"2021/12/25 05:00:00","2022/01/01 04:59:59",0,0,0
656,42,2000.0,102,40,"2021/12/25 05:00:00","2022/01/01 04:59:59",0,0,0
657,81,1500.0,101,80,"2021/12/25 05:00:00","2021/12/31 04:59:59",0,0,0
658,82,1500.0,102,80,"2021/12/25 05:00:00","2021/12/31 04:59:59",0,0,0
659,83,1500.0,111,80,"2021/12/25 05:00:00","2021/12/31 04:59:59",0,0,0
660,84,1500.0,109,80,"2021/12/25 05:00:00","2021/12/31 04:59:59",0,0,0
661,85,1500.0,112,80,"2021/12/25 05:00:00","2021/12/31 04:59:59",0,0,0
662,351,1500.0,8004,80,"2021/12/25 05:00:00","2021/12/31 04:59:59",0,0,0
663,352,1500.0,8005,80,"2021/12/25 05:00:00","2021/12/31 04:59:59",0,0,0
664,37,2000.0,109,30,"2022/01/01 05:00:00","2022/01/04 04:59:59",0,0,0
665,34,2000.0,103,30,"2022/01/01 05:00:00","2022/01/16 04:59:59",0,0,0
666,44,2000.0,103,40,"2022/01/01 05:00:00","2022/01/16 04:59:59",0,0,0
667,151,1500.0,6004,80,"2022/01/03 16:00:00","2022/01/17 15:59:59",0,0,0
668,152,1500.0,6005,80,"2022/01/03 16:00:00","2022/01/17 15:59:59",0,0,0
669,32,2000.0,102,30,"2022/01/04 05:00:00","2022/01/11 04:59:59",0,0,0
670,42,2000.0,102,40,"2022/01/04 05:00:00","2022/01/11 04:59:59",0,0,0
